10.17:10.20.32DEBUG	Client.TwitterClient:17 - <Your constructor name>[0]: starting application.........
11.01:01.06.18 INFO	ru.sfedu.stwitter.TwitterClient:28 - Class Path: /Users/daniel/NetBeansProjects/simply-twitter/target/test-classes:/Users/daniel/NetBeansProjects/simply-twitter/target/classes:/Users/daniel/.m2/repository/com/opencsv/opencsv/4.0/opencsv-4.0.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-lang3/3.6/commons-lang3-3.6.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-text/1.1/commons-text-1.1.jar:/Users/daniel/.m2/repository/commons-beanutils/commons-beanutils/1.9.3/commons-beanutils-1.9.3.jar:/Users/daniel/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/Users/daniel/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar:/Users/daniel/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Users/daniel/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/daniel/.m2/repository/org/simpleframework/simple-xml/2.7.1/simple-xml-2.7.1.jar:/Users/daniel/.m2/repository/stax/stax-api/1.0.1/stax-api-1.0.1.jar:/Users/daniel/.m2/repository/stax/stax/1.2.0/stax-1.2.0.jar:/Users/daniel/.m2/repository/xpp3/xpp3/1.1.3.3/xpp3-1.1.3.3.jar:/Users/daniel/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:
11.01:01.06.18 INFO	ru.sfedu.stwitter.TwitterClient:29 - Library Path: /Users/daniel/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
11.01:01.06.18 INFO	ru.sfedu.stwitter.TwitterClient:30 - User Home Directory: /Users/daniel
11.01:01.06.18 INFO	ru.sfedu.stwitter.TwitterClient:31 - User Working Directory: /Users/daniel/NetBeansProjects/simply-twitter
11.01:01.06.18 INFO	ru.sfedu.stwitter.TwitterClient:32 - Test INFO logging.
11.01:01.08.32DEBUG	ru.sfedu.stwitter.TwitterClient:17 - <Your constructor name>[0]: starting application.........
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:21 - Launching the application...
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:22 - Operating System: Mac OS X 10.12.6
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:26 - JRE: 1.8.0_144
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:27 - Java Launched From: /Library/Java/JavaVirtualMachines/jdk1.8.0_144.jdk/Contents/Home/jre
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:28 - Class Path: /Users/daniel/NetBeansProjects/simply-twitter/target/test-classes:/Users/daniel/NetBeansProjects/simply-twitter/target/classes:/Users/daniel/.m2/repository/com/opencsv/opencsv/4.0/opencsv-4.0.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-lang3/3.6/commons-lang3-3.6.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-text/1.1/commons-text-1.1.jar:/Users/daniel/.m2/repository/commons-beanutils/commons-beanutils/1.9.3/commons-beanutils-1.9.3.jar:/Users/daniel/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/Users/daniel/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar:/Users/daniel/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Users/daniel/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/daniel/.m2/repository/org/simpleframework/simple-xml/2.7.1/simple-xml-2.7.1.jar:/Users/daniel/.m2/repository/stax/stax-api/1.0.1/stax-api-1.0.1.jar:/Users/daniel/.m2/repository/stax/stax/1.2.0/stax-1.2.0.jar:/Users/daniel/.m2/repository/xpp3/xpp3/1.1.3.3/xpp3-1.1.3.3.jar:/Users/daniel/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:29 - Library Path: /Users/daniel/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:30 - User Home Directory: /Users/daniel
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:31 - User Working Directory: /Users/daniel/NetBeansProjects/simply-twitter
11.01:01.08.32 INFO	ru.sfedu.stwitter.TwitterClient:32 - Test INFO logging.
11.02:00.07.02DEBUG	ru.sfedu.stwitter.TwitterClient:17 - <Your constructor name>[0]: starting application.........
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:21 - Launching the application...
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:22 - Operating System: Mac OS X 10.12.6
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:26 - JRE: 1.8.0_144
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:27 - Java Launched From: /Library/Java/JavaVirtualMachines/jdk1.8.0_144.jdk/Contents/Home/jre
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:28 - Class Path: /Users/daniel/NetBeansProjects/simply-twitter/target/test-classes:/Users/daniel/NetBeansProjects/simply-twitter/target/classes:/Users/daniel/.m2/repository/com/opencsv/opencsv/4.0/opencsv-4.0.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-lang3/3.6/commons-lang3-3.6.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-text/1.1/commons-text-1.1.jar:/Users/daniel/.m2/repository/commons-beanutils/commons-beanutils/1.9.3/commons-beanutils-1.9.3.jar:/Users/daniel/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/Users/daniel/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar:/Users/daniel/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Users/daniel/.m2/repository/org/postgresql/postgresql/42.1.4/postgresql-42.1.4.jar:/Users/daniel/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/daniel/.m2/repository/org/simpleframework/simple-xml/2.7.1/simple-xml-2.7.1.jar:/Users/daniel/.m2/repository/stax/stax-api/1.0.1/stax-api-1.0.1.jar:/Users/daniel/.m2/repository/stax/stax/1.2.0/stax-1.2.0.jar:/Users/daniel/.m2/repository/xpp3/xpp3/1.1.3.3/xpp3-1.1.3.3.jar:/Users/daniel/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:29 - Library Path: /Users/daniel/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:30 - User Home Directory: /Users/daniel
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:31 - User Working Directory: /Users/daniel/NetBeansProjects/simply-twitter
11.02:00.07.02 INFO	ru.sfedu.stwitter.TwitterClient:32 - Test INFO logging.
11.02:00.08.51DEBUG	ru.sfedu.stwitter.TwitterClient:17 - <Your constructor name>[0]: starting application.........
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:21 - Launching the application...
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:22 - Operating System: Mac OS X 10.12.6
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:26 - JRE: 1.8.0_144
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:27 - Java Launched From: /Library/Java/JavaVirtualMachines/jdk1.8.0_144.jdk/Contents/Home/jre
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:28 - Class Path: /Users/daniel/NetBeansProjects/simply-twitter/target/test-classes:/Users/daniel/NetBeansProjects/simply-twitter/target/classes:/Users/daniel/.m2/repository/com/opencsv/opencsv/4.0/opencsv-4.0.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-lang3/3.6/commons-lang3-3.6.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-text/1.1/commons-text-1.1.jar:/Users/daniel/.m2/repository/commons-beanutils/commons-beanutils/1.9.3/commons-beanutils-1.9.3.jar:/Users/daniel/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/Users/daniel/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar:/Users/daniel/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Users/daniel/.m2/repository/org/postgresql/postgresql/42.1.4/postgresql-42.1.4.jar:/Users/daniel/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/daniel/.m2/repository/org/simpleframework/simple-xml/2.7.1/simple-xml-2.7.1.jar:/Users/daniel/.m2/repository/stax/stax-api/1.0.1/stax-api-1.0.1.jar:/Users/daniel/.m2/repository/stax/stax/1.2.0/stax-1.2.0.jar:/Users/daniel/.m2/repository/xpp3/xpp3/1.1.3.3/xpp3-1.1.3.3.jar:/Users/daniel/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:29 - Library Path: /Users/daniel/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:30 - User Home Directory: /Users/daniel
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:31 - User Working Directory: /Users/daniel/NetBeansProjects/simply-twitter
11.02:00.08.51 INFO	ru.sfedu.stwitter.TwitterClient:32 - Test INFO logging.
11.02:00.11.21DEBUG	ru.sfedu.stwitter.TwitterClient:17 - <Your constructor name>[0]: starting application.........
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:21 - Launching the application...
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:22 - Operating System: Mac OS X 10.12.6
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:26 - JRE: 1.8.0_144
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:27 - Java Launched From: /Library/Java/JavaVirtualMachines/jdk1.8.0_144.jdk/Contents/Home/jre
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:28 - Class Path: /Users/daniel/NetBeansProjects/simply-twitter/target/test-classes:/Users/daniel/NetBeansProjects/simply-twitter/target/classes:/Users/daniel/.m2/repository/com/opencsv/opencsv/4.0/opencsv-4.0.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-lang3/3.6/commons-lang3-3.6.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-text/1.1/commons-text-1.1.jar:/Users/daniel/.m2/repository/commons-beanutils/commons-beanutils/1.9.3/commons-beanutils-1.9.3.jar:/Users/daniel/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/Users/daniel/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar:/Users/daniel/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Users/daniel/.m2/repository/org/postgresql/postgresql/42.1.4/postgresql-42.1.4.jar:/Users/daniel/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/daniel/.m2/repository/org/simpleframework/simple-xml/2.7.1/simple-xml-2.7.1.jar:/Users/daniel/.m2/repository/stax/stax-api/1.0.1/stax-api-1.0.1.jar:/Users/daniel/.m2/repository/stax/stax/1.2.0/stax-1.2.0.jar:/Users/daniel/.m2/repository/xpp3/xpp3/1.1.3.3/xpp3-1.1.3.3.jar:/Users/daniel/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:29 - Library Path: /Users/daniel/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:30 - User Home Directory: /Users/daniel
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:31 - User Working Directory: /Users/daniel/NetBeansProjects/simply-twitter
11.02:00.11.21 INFO	ru.sfedu.stwitter.TwitterClient:32 - Test INFO logging.
11.02:00.13.26DEBUG	ru.sfedu.stwitter.TwitterClient:17 - <Your constructor name>[0]: starting application.........
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:21 - Launching the application...
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:22 - Operating System: Mac OS X 10.12.6
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:26 - JRE: 1.8.0_144
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:27 - Java Launched From: /Library/Java/JavaVirtualMachines/jdk1.8.0_144.jdk/Contents/Home/jre
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:28 - Class Path: /Users/daniel/NetBeansProjects/simply-twitter/target/test-classes:/Users/daniel/NetBeansProjects/simply-twitter/target/classes:/Users/daniel/.m2/repository/com/opencsv/opencsv/4.0/opencsv-4.0.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-lang3/3.6/commons-lang3-3.6.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-text/1.1/commons-text-1.1.jar:/Users/daniel/.m2/repository/commons-beanutils/commons-beanutils/1.9.3/commons-beanutils-1.9.3.jar:/Users/daniel/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/Users/daniel/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar:/Users/daniel/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Users/daniel/.m2/repository/org/postgresql/postgresql/42.1.4/postgresql-42.1.4.jar:/Users/daniel/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/daniel/.m2/repository/org/simpleframework/simple-xml/2.7.1/simple-xml-2.7.1.jar:/Users/daniel/.m2/repository/stax/stax-api/1.0.1/stax-api-1.0.1.jar:/Users/daniel/.m2/repository/stax/stax/1.2.0/stax-1.2.0.jar:/Users/daniel/.m2/repository/xpp3/xpp3/1.1.3.3/xpp3-1.1.3.3.jar:/Users/daniel/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:29 - Library Path: /Users/daniel/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:30 - User Home Directory: /Users/daniel
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:31 - User Working Directory: /Users/daniel/NetBeansProjects/simply-twitter
11.02:00.13.27 INFO	ru.sfedu.stwitter.TwitterClient:32 - Test INFO logging.
11.02:00.32.56 INFO	ru.sfedu.stwitter.database.psql.Postgres:44 - String in row: Daniel
11.02:00.32.56 INFO	ru.sfedu.stwitter.database.psql.Postgres:44 - String in row: Vladimir
11.02:00.32.56 INFO	ru.sfedu.stwitter.database.psql.Postgres:44 - String in row: Alex
11.02:00.32.56DEBUG	ru.sfedu.stwitter.TwitterClient:17 - <Your constructor name>[0]: starting application.........
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:21 - Launching the application...
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:22 - Operating System: Mac OS X 10.12.6
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:26 - JRE: 1.8.0_144
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:27 - Java Launched From: /Library/Java/JavaVirtualMachines/jdk1.8.0_144.jdk/Contents/Home/jre
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:28 - Class Path: /Users/daniel/NetBeansProjects/simply-twitter/target/test-classes:/Users/daniel/NetBeansProjects/simply-twitter/target/classes:/Users/daniel/.m2/repository/com/opencsv/opencsv/4.0/opencsv-4.0.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-lang3/3.6/commons-lang3-3.6.jar:/Users/daniel/.m2/repository/org/apache/commons/commons-text/1.1/commons-text-1.1.jar:/Users/daniel/.m2/repository/commons-beanutils/commons-beanutils/1.9.3/commons-beanutils-1.9.3.jar:/Users/daniel/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/Users/daniel/.m2/repository/commons-collections/commons-collections/3.2.2/commons-collections-3.2.2.jar:/Users/daniel/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Users/daniel/.m2/repository/org/postgresql/postgresql/42.1.4/postgresql-42.1.4.jar:/Users/daniel/.m2/repository/junit/junit/4.12/junit-4.12.jar:/Users/daniel/.m2/repository/org/simpleframework/simple-xml/2.7.1/simple-xml-2.7.1.jar:/Users/daniel/.m2/repository/stax/stax-api/1.0.1/stax-api-1.0.1.jar:/Users/daniel/.m2/repository/stax/stax/1.2.0/stax-1.2.0.jar:/Users/daniel/.m2/repository/xpp3/xpp3/1.1.3.3/xpp3-1.1.3.3.jar:/Users/daniel/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:29 - Library Path: /Users/daniel/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:30 - User Home Directory: /Users/daniel
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:31 - User Working Directory: /Users/daniel/NetBeansProjects/simply-twitter
11.02:00.32.56 INFO	ru.sfedu.stwitter.TwitterClient:32 - Test INFO logging.
11.03:10.00.33 INFO	ru.sfedu.stwitter.database.psql.Postgres:44 - String in row: Daniel
11.03:10.00.33 INFO	ru.sfedu.stwitter.database.psql.Postgres:44 - String in row: Vladimir
11.03:10.00.33 INFO	ru.sfedu.stwitter.database.psql.Postgres:44 - String in row: Alex
11.03:10.00.33DEBUG	ru.sfedu.stwitter.TwitterClient:17 - <Your constructor name>[0]: starting application.........
11.03:10.00.33 INFO	ru.sfedu.stwitter.TwitterClient:21 - Launching the application...
11.03:10.00.33 INFO	ru.sfedu.stwitter.TwitterClient:22 - Operating System: Mac OS X 10.12.6
11.03:10.00.33 INFO	ru.sfedu.stwitter.TwitterClient:26 - JRE: 1.8.0_144
11.03:10.00.33 INFO	ru.sfedu.stwitter.TwitterClient:27 - Java Launched From: /Library/Java/JavaVirtualMachines/jdk1.8.0_144.jdk/Contents/Home/jre
